CODIGO_ACCIDENTE;FORMULARIO;FECHA;GRAVEDAD;CLASE;CHOQUE;LONGITUD;LATITUD;CODIGO_LOCALIDAD;TOTAL_MUERTOS;TOTAL_HERIDOS;TEXTO_OBSERVACIONES;CODIGO_CAUSA;DESCRIPCION
75;2075;2/14/2024 6:30 PM;DANOS;CHOQUE;VEHICULO;-74,10926262;4,663379093;9;;;CORRIJO CASILLA 8 2 CARROCERIA SEDAN ;157;OTRA HIPÓTESIS (CONDUCTOR)
76;2076;2/14/2024 6:00 PM;HERIDOS;CHOQUE;VEHICULO;-74,08268436;4,681174009;12;;2;CORRIJO CIUDAD DE DOMICILIO CONDUCTOR N 2 ES DE SOACHA CIUDAD VERDE ;122;GIRAR BRUSCAMENTE
77;2077;2/14/2024 3:35 PM;HERIDOS;ATROPELLO;;-74,1835281;4,619313465;7;;1;NO SE DIAGRAMA EL VEHICULO YA QUE FUE MOVIDO POR EL CONDUCTOR LUEGO DE QUE GOLPEA AL PEATON CON LA POSTERIOR DEL BUS UE DETENIDO POR LA COMUNIDAD QUE SE MOVILIZABA POR EL SECTOR;157;OTRA HIPÓTESIS (CONDUCTOR)
78;2078;2/14/2024 1:19 PM;HERIDOS;ATROPELLO;;-74,09209863;4,572025154;4;;1;EL CIUDADANO LESIONADO ELEUTERIO VALBUENA CC 17131473 DESISTE DE INTERPONER QUERELLA RESOLUCION 01670 Y 03922 DE 2016 CIRCULAR 001 DEL 25 MAYO 2017;157;OTRA HIPÓTESIS (CONDUCTOR)
79;2079;2/14/2024 1:05 PM;HERIDOS;CAIDA;;-74,19195024;4,638319097;7;;1;NO SE DIAGRAMA VEHICULO YA QUE FUE MOVIDO DE LA POSICION FINAL;501;VIAJAR COLGADO O EN LOS ESTRIBOS
80;2080;2/14/2024 1:00 PM;HERIDOS;CHOQUE;VEHICULO;-74,09652797;4,608795851;16;;2;SE CORRIGE DATOS VH3 LICENCIA DE TRANSITO 10030531922 MATRICULADO EN FUNZA INCIDENTE 38024;98;TRANSITAR ENTRE VEHICULOS
81;2081;2/14/2024 10:08 AM;HERIDOS;CAIDA;;-74,16395334;4,595615195;7;;1;NO SE DIAGRAMA EL VEHICULO YA QUE FUE MOVIDO DE SU POSICION FINAL;119;FRENAR BRUSCAMENTE
82;2082;2/14/2024 9:30 AM;MUERTOS;ATROPELLO;;-74,12291918;4,621184007;16;1;;SE CORRIGE CASILLA 4 FECHA Y HORA OCURRENCIA 09 30 Y SE LEVANTA EL ACCIDENTE SEGUN PRIMER RESPONSABLE SE CORRIGE CASILLA A DISPOSICION DE QUIEN QUEDA EL VEHICULO LA CUAL ES LA FISCALIA;157;OTRA HIPÓTESIS (CONDUCTOR)
83;2083;2/14/2024 8:23 AM;DANOS;CHOQUE;OBJETO;-74,12349882;4,59682025;16;;;EN EL LUGAR SE ENCUENTRA POSTE CAIDO DE MOVISTAR N PROG2 CTS 558 CON REDES ELECTRICAS EN EL PISO A POCOS METROS UN VEHICULO CHEVROLET SPARK BLANCO PARTICULAR DE PLACAS MKS279 SIN CONDUCTOR EL CUAL TIENE UN GOLPE EN EL TERCIO POSTERIOR INFERIOR IZQUIERDO NO SE PUEDE ESTABLECER COMO OCURRIERON  LOS HE;157;OTRA HIPÓTESIS (CONDUCTOR)
84;2084;2/14/2024 7:35 AM;HERIDOS;CHOQUE;VEHICULO;-74,11056341;4,657425383;9;;1;SE DEJA CONSTANCIA QUE EL CONDUCTOR Y EL VH 2 SE DAN A A FUGA DESCONOCIENDO MOTIVOS SIN MAS DATOS;103;ADELANTAR CERRANDO
85;2085;2/14/2024 6:50 AM;HERIDOS;CHOQUE;VEHICULO;-74,1174848;4,628084685;16;;2;NO SE DIAGRAMAN LOS VEHICULOS PORQUE FUERON MOVIDOS DE LA POSICION FINAL ;121;NO MANTENER DISTANCIA DE SEGURIDAD
86;2086;2/14/2024 6:19 AM;HERIDOS;CHOQUE;VEHICULO;-74,10964397;4,744262926;11;;1;NO SE DIAGRAMA VEHICULO 2 FUE MOVIDO DEL PUNTO FINAL DEL HECHO;157;OTRA HIPÓTESIS (CONDUCTOR)
87;2087;2/14/2024 6:10 AM;HERIDOS;CHOQUE;VEHICULO;-74,06258145;4,616646871;3;;2;SE DEJA CONSTANCIA QUE EL PROPIETARIO DE LA MOTOCICLETA N2  ES CASTIBLANCO RINCON RUBY;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
88;2088;2/14/2024 5:03 AM;MUERTOS;CHOQUE;VEHICULO;-74,08252148;4,680908862;12;1;1;HIPOTESIS 121 PARA EL CONDUCTOR DEL VEHICULO N2 DIRECCION CORRECTA DEL ACCIDENTE CR 68 CON CALLE 76A ;121;NO MANTENER DISTANCIA DE SEGURIDAD
89;2089;2/13/2024 11:10 PM;HERIDOS;CHOQUE;VEHICULO;-74,1201636;4,687388099;10;;2;EL ACOMPAÑANTE DE LA MOTO MANIFIESTA QUE EL CONDUCTOR ERA ELEGIDO LLAMADO JORGE SE DIO A LA FUGA SE LE MODULO A J5 SOLICITA VIDEO ACCIDENTE CAMARA 6605 Y MANIFIESTA NO GRABA EL ACCIDENTE ;157;OTRA HIPÓTESIS (CONDUCTOR)
90;2090;2/13/2024 10:34 PM;HERIDOS;CHOQUE;VEHICULO;-74,15807687;4,596020608;7;;1;CATEGORIA VH2 B1 LICENCIA DE CONDUCCION;157;OTRA HIPÓTESIS (CONDUCTOR)
91;2091;2/13/2024 10:26 PM;HERIDOS;CHOQUE;VEHICULO;-74,10690661;4,607850037;16;;2;AL LLEGAR AL LUGAR SE LOGRA EVIENCIAR QUE NO PORTAN PRENDAS REFLECTIVAS EL VH2 CONDUCTOR Y ACOMPAÑANTE SE REALIZA ORDEN DE COMPARENDO N 42344747 AL  CONDUCTOR DEL VEHICULO 2 POR LA INFRACION C24 ;145;ARRANCAR SIN PRECAUCION
92;2092;2/13/2024 7:08 PM;HERIDOS;CHOQUE;VEHICULO;-74,18194765;4,630206638;7;;2;NO SE DIAGRAMAN LOS VEHICULOS YA QUE AL LLEGAR AL LUGAR FUERON MOVIDOS DE SU POSICION FINAL;127;TRANSITAR EN CONTRAVIA
93;2093;2/13/2024 6:46 PM;HERIDOS;CHOQUE;VEHICULO;-74,06791341;4,742669909;11;;3;CORRECCION VH1 CANTIDAD DE ACOMPAÑANTES 01;301;AUSENCIA TOTAL O PARCIAL DE SEÑALES
94;2094;2/13/2024 6:24 PM;MUERTOS;ATROPELLO;;-74,12097232;4,721512943;10;1;1;POR ERROR INVOLUNTARIO EN LA CASILLA 8 CONDUCTORES VH2 LOS DATOS DEL PEATON;157;OTRA HIPÓTESIS (CONDUCTOR)
95;2095;2/13/2024 6:10 PM;HERIDOS;CHOQUE;VEHICULO;-74,06734238;4,701605455;11;;2;SE DA CAUSA PROBABLE SEGUN LO OBSERVADO EN VIDEO APORTADO POR EL CONDUCTOR VH1 NO SE DIAGRAMAN LOS VEHICULOS YA QUE FUERON MOVIDOS DE SU POSICION FINAL CORRECCION POSIBLE HIPOTESIS 102 ADELANTAR POR LA DERECHA ;102;ADELANTAR POR LA DERECHA
96;2096;2/13/2024 5:50 PM;HERIDOS;VOLVAMIENTO;;-74,02997945;4,698456187;1;;1;EL ACOMPAÑANTE LAURA CAMILA MANCILLA MANIFIESTA NO QUERELLAR SEGUN LA RESOLUCION 01670 Y 03922 2016 Y CIRCULAR 001 DEL 25 01 17 ;304;SUPERFICIE HUMEDA
97;2097;2/13/2024 5:48 PM;HERIDOS;CHOQUE;VEHICULO;-74,12845699;4,630034105;8;;2;SE CORRIGE ERROR EN CASILLA 81 CONDUCTOR EFREN BELTRAN HURTADO CON CC 81720258 SE DEJA CONSTANCIA QUE LAS PARTES NO DESEAN QUERELLAR;103;ADELANTAR CERRANDO
98;2098;2/13/2024 5:10 PM;HERIDOS;CHOQUE;VEHICULO;-74,07183556;4,67165859;12;;1;HIPOTESIS 112 SEÑAL SR01;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
99;2099;2/13/2024 4:30 PM;HERIDOS;CHOQUE;VEHICULO;-74,08588066;4,677589611;12;;2;VEHICULO 2 ES UNA PATINETA;157;OTRA HIPÓTESIS (CONDUCTOR)
100;2100;2/13/2024 4:20 PM;HERIDOS;VOLVAMIENTO;;-74,05485847;4,699776833;1;;2;LA ACOMPAÑANTE ES LA MADRE DE LA CONDUCTORA POR TAL MOTIVO NO REQUIEREN QUE SEA CONOCIDO EL CASO ANTE FISCALIA YA QUE NO VA A QUERELLAR POR EL GRADO DE CONSANGUINIDAD NO SE DIAGRAMA  LA MOTOCICLETA YA QUE FUE MOVIDA DE SU POSICION ;306;HUECOS
101;2101;2/13/2024 2:45 PM;HERIDOS;CAIDA;;-74,05577449;4,693643449;1;;1;SE CORRIGE CASILLA 8 CONDUCTOR VH1 LICENCIA DE CONDUCCION SI CON NUMERO 80214400 CATEGORIA C3 VENCE 08102025 CODIGO DE TRANSITO BOGOTA;119;FRENAR BRUSCAMENTE
102;2102;2/13/2024 2:45 PM;HERIDOS;CHOQUE;VEHICULO;-74,19742487;4,623684862;7;;1;ACLARO N NIT 901712459 IDENTIFICACION PROPIETARIO N V1;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
103;2103;2/13/2024 2:06 PM;HERIDOS;CAIDA;;-74,07373724;4,644502702;13;;1;CORRIJO NIT DEL VH1 900393736;157;OTRA HIPÓTESIS (CONDUCTOR)
104;2104;2/13/2024 12:58 PM;HERIDOS;CAIDA;;-74,0751454;4,610605833;3;;1;LICENCIA DE TRANSITO 10005373452 LA MAMA DE LA MENOR LA SEÑORA OLIVA CORDOBA DE ARIAS DE CEDULA 40755654 MANIFIESTA DE FORMA VOLUNTARIA SIN COACCION ALGUNA NO QUERER QUERELLAR EN EL MOMENTO CIRCULAR 001 DEL 25 05 2017 QUIEN ES LA TUTORA DE LA MENOR DE EDAD;506;OTRA HIPÓTESIS (PASAJERO O ACOMPAÑANTE)
105;2105;2/13/2024 12:40 PM;HERIDOS;CAIDA;;-74,10291114;4,70048587;10;;1;SE DEJA CONSTANCIA QUE EL SEÑOR JAIRO VILLAREAL ESPITIA CC 79102282 MANIFIESTA SU DECESO DE NO INTERPONER QUERELLA DEJANDOLE DE PRESENTE QUE TIENE 6 MESES PARA INTERPONER ESTE RECURSO ;119;FRENAR BRUSCAMENTE
106;2106;2/13/2024 12:10 PM;HERIDOS;CHOQUE;VEHICULO;-74,11558775;4,513076854;5;;1;SE DA CAUSA PROBABLE SEGUN POSICION FINAL DE VEHICULOS PUNTO DE IMPACTO POSIBLE TRAYECTORIA VEHICULOS MEDIDAS EN METROS;122;GIRAR BRUSCAMENTE
107;2107;2/13/2024 9:35 AM;HERIDOS;CAIDA;;-74,14379923;4,56704858;19;;1;NO SE DIAGRAMA VEHICULO YA QUE FUE MOVIDO DE SU POSICION FINAL;119;FRENAR BRUSCAMENTE
108;2108;2/13/2024 9:32 AM;HERIDOS;CHOQUE;VEHICULO;-74,10735337;4,671081157;10;;1;SE CORRIGE CASILLA 11 HIPOTESIS 121;121;NO MANTENER DISTANCIA DE SEGURIDAD
109;2109;2/13/2024 9:30 AM;DANOS;CHOQUE;OBJETO;-74,17950064;4,599275805;7;;;SE CORRIJE PROPIETARIO DEL VEHICULO NO ES EL CONDUCTOR OBJETO FIJO POSTE DE LA ETB 21059 SE NOTIFICA ORDEN DE COMPARENDO 42346040 D02;134;REVERSO IMPRUDENTE
110;2110;2/13/2024 9:30 AM;HERIDOS;CHOQUE;VEHICULO;-74,15058912;4,645648866;8;;3;CONDUCTOR Y ACOMPAÑANTE DEL VEH N 2 MANIFIESTAN NO QUERELLAR NI PONER DEMANDA ;157;OTRA HIPÓTESIS (CONDUCTOR)
111;2111;2/13/2024 9:00 AM;HERIDOS;CHOQUE;VEHICULO;-74,10614637;4,628724111;16;;1;CORRIJO FECHA DE NACIMIENTO CONDUCTOR VH2 20011981 SE CORRIGE VH2 NO PRESENTA IMPACTO NI DAÑOS POR ESTABLECER POR EXPERTICIO TECNICO;157;OTRA HIPÓTESIS (CONDUCTOR)
112;2112;2/13/2024 7:56 AM;HERIDOS;CHOQUE;VEHICULO;-74,14492562;4,599159006;8;;1;SE NOTIFICA AL VH1 ORDEN DE COMPARENDO 42348698 POR NO TENER VIGENTE REVISION TECNOMECANICA DEL VEHICULO INFRACCION C35 SE ACLARA FECHA DE LOS HECHOS Y LEVANTAMIENTO DEL INFORME SIENDO 13022024;98;TRANSITAR ENTRE VEHICULOS
113;2113;2/13/2024 7:38 AM;HERIDOS;CHOQUE;VEHICULO;-74,07969979;4,620107493;14;;1;CORRIJO NUMERO DE POLIZA SOAT NUMERO 86086707;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
114;2114;2/13/2024 7:15 AM;HERIDOS;CHOQUE;VEHICULO;-74,1238275;4,57985156;18;;3;CORRECCION CASILLA 64 DISEÑO INTERSECCION CASILLA 17 NO SE DIAGRAMA LOS VEHICULOS YA QUE FUERON MOVIDOS DE SU POSICION FINAL;157;OTRA HIPÓTESIS (CONDUCTOR)
115;2115;2/13/2024 6:20 AM;HERIDOS;CHOQUE;VEHICULO;-74,18544332;4,633245893;7;;3;SE REALIZA ORDEN DE COMPARENDO AL VEHICULO DE PLACAS SPM362 CONDUCTOR RESPONSABLE YONATAN ESCOBAR CC 1022434000 EL CUAL SE ENCONTRABA ESTACIONADO EN SENTIDO CONTRARIO OBSTACULIZANDO LA VISIBILIDAD DE LOS VEHICULOS QUE SALIAN DE LA CARRERA ;127;TRANSITAR EN CONTRAVIA
116;2116;2/13/2024 6:20 AM;HERIDOS;ATROPELLO;;-74,13630781;4,651375983;8;;2;SE REALIZA ACLARATORIO EL EVENTO ES CLASE ATROPELLO CASILLA 5;104;ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO
117;2117;2/13/2024 2:30 AM;HERIDOS;CHOQUE;OBJETO;-74,11752187;4,576106017;18;;1;AFECTACION POSTE ELECTRICO 2043047 HIDIANTE 4526 TRANSITA CON 02 ACOMPAÑANTES LO CUALES MANIFIESTAN NO INTERPONER QUERELLA ANEXO;157;OTRA HIPÓTESIS (CONDUCTOR)
118;2118;2/12/2024 22:50;HERIDOS;CAIDA;;-74,08132521;4,595353184;3;;1;PASAJERO EN CONDICION HABITANTE DE CALLE SE CORRIGE PLACA VEHICULO 1 WHP520;119;FRENAR BRUSCAMENTE
119;2119;2/12/2024 22:15;HERIDOS;CHOQUE;VEHICULO;-74,09505275;4,687260757;10;;2;SE LE ANEXA ORDEN DE COMPARENDO AL SEÑOR CONDUCTOR MOTOCICLETA N2 NUMERO COMPARENDO 42347784;157;OTRA HIPÓTESIS (CONDUCTOR)
120;2120;2/12/2024 21:15;HERIDOS;CHOQUE;VEHICULO;-74,09793881;4,70671267;10;;3;CORRIJO HIPOTESIS DE ACCIDENTE 142 PARA AMBOS POR ESTABLECER CUAL TRANSGREDIR LAS NORMAS DE TRANSITO VEHICULO CLASE BICICLETA ELECTRICA CON CHASIS N 779421526501934 DE COLOR NARANJA NEGRO VEHICULOS SE DIAGRAMAN PERO FUERON MOVIDOS DE SU POSICION FINAL;142;SEMAFORO EN ROJO
121;2121;2/12/2024 19:13;DANOS;CHOQUE;VEHICULO;-74,0796086;4,630793366;13;;;CORRIJO DIRECCION VH2 CL 94 N 72A 95 SUBA;157;OTRA HIPÓTESIS (CONDUCTOR)
122;2122;2/12/2024 18:26;HERIDOS;CHOQUE;OBJETO;-74,13833556;4,612562854;8;;1;SE DEJA CONSTANCIA QUE AL LLEGAR AL LUGAR DE LOS HECHOS YA NO SE ENCONTRABA NI VEHICULOS NI LESIONADO NI PERSONA ENCARGADA DE LA MONTACARGA LO CUAL MANIFIESTA QUE PERTENECE AL ALMACEN CENTRAMERCAR SE DEJA CONSTANCIA 157 HIPOTESIS PARA LOS DOS VEHICULOS SE DEJA CONSTANCIA QUE DEL VH2 NO SE TIENE DATO;157;OTRA HIPÓTESIS (CONDUCTOR)
123;2123;2/12/2024 17:33;HERIDOS;CHOQUE;VEHICULO;-74,13674521;4,601505946;8;;2;ART 74 PARA AMBOS CONDUCTORES NO REDUCIR LA VELOCIDAD EN APROXIMIDAD A INTERSECCION EL VEHICULO 1 NO HA REALIZADO LA PRIMERA REVISION TECNICO MECANICA COMPARENDO N 42348098 NUMERO MARCO VEHICULO N 2 309;157;OTRA HIPÓTESIS (CONDUCTOR)
124;2124;2/12/2024 17:20;HERIDOS;CHOQUE;VEHICULO;-74,11159222;4,678464772;10;;1;CONDUCTOR DEL VEH 1 DESISTE DE QUERELLA YA QUE LLEGAN A UN ACUERDO CON EL CONDUCTOR VEH 2 RESOLUCIONES 01670 Y 03922 DE 2016 CIRCULAR 001 DE 2017 FISCALIA ;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
125;2125;2/12/2024 17:03;HERIDOS;ATROPELLO;;-74,09768035;4,545987366;4;;2;MAQUINARIA DE CONSTRUCCION TIPO EXCAVADORA POR LO TANTO  NO PORTA SOAT NI REVISION TECNOMECANICA IGUALMENTE EL VEHICULO NO ES INMOVILIZADO Y NO QUEDA A DISPOSICION DE LA URI SE DEJA CONSTANCIA QUE SE LLEGA A UN ACUERDO ENTRE JOSE URREGO DE CC 79808440 HIJO DEL SEÑOR JORE RINCON Y LA SEÑORA ZULMA DIA;157;OTRA HIPÓTESIS (CONDUCTOR)
126;2126;2/12/2024 16:50;DANOS;CHOQUE;VEHICULO;-74,0976022;4,589042155;15;;;CORRIJO CASILLA 8 2 VH3 2368414 LIBERTY SEGUROS SA VENCIMIENTO 03 11 2024 ANEXO VEHICULO 1556 ANEXO COMPARENDO 42347349 POR INFRACCION F GRADO 2 ANEXO COMPARENDO 42347364 POR INFRACCION B02 LICENCIA VENCIDA;121;NO MANTENER DISTANCIA DE SEGURIDAD
127;2127;2/12/2024 13:50;HERIDOS;CAIDA;;-74,17852847;4,594331873;19;;1;CORRECION CASILLA 4 FECHA Y HORA DE OCURRENCIA 12 02 2024 13 50 HORAS CORECCION VEHICULO N 1 CANTIDAD DE ACOMPAÑANTES 50;506;OTRA HIPÓTESIS (PASAJERO O ACOMPAÑANTE)
128;2128;2/12/2024 12:30;HERIDOS;ATROPELLO;;-74,1147353;4,615258486;16;;1;RESOLUCION 01670 Y 03922 DE 2016 CIRCULAR N 001 DEL 25 05 2017 FISCALIA GENERAL DE LA NACION ;157;OTRA HIPÓTESIS (CONDUCTOR)
129;2129;2/12/2024 12:10;HERIDOS;CHOQUE;VEHICULO;-74,09128831;4,729310288;11;;2;CONDUCTOR DE BICICLETA NO SUMINISTRA DIRECCION DE VIVIENDA NI TELEFONO NO SUMINISTRA CEDULA Y EN GENERAL DATOS PERSONALES TENIENDO EN CUENTA SU ESTADO DE SALUD DE INCONCIENCIA NO SE RECEPCIONA QUERELLA ;123;NO RESPETAR PRELACION DE INTERSECCIONES O GIROS
130;2130;2/12/2024 11:48;HERIDOS;CHOQUE;VEHICULO;-74,07627437;4,608740923;3;;2;LA BICICLETA NO TIENE N DE CHASIS SE ANEXA N DE SELLO INMOVILIZACION F 339837 LA ACOMPAÑANTE DE LA MOTOCICLETA DE NOMBRE YALMIN DANIELA ARAUJO CE 26398491 MANIFIESTA NO QUERER SER TRASLADADA A CENTRO CLINICO;142;SEMAFORO EN ROJO
131;2131;2/12/2024 11:40;HERIDOS;CHOQUE;VEHICULO;-74,15866403;4,65180105;8;;1;SE DEJA CONSTANCIA QUE EL SEÑOR JAIMES FLOREZ LEONEL CC 80142571 LESIONADO MANIFIESTA LIBREMENTE Y VOLUNTARIAMENTE NO INTERPONER QUERELLA POR LAS LESIONES SUFRIDAS EN EL ACCIDENTE DE TRANSITO RESOLUCION 01670 Y 03922 DE 2016 Y CIRCULAR 001 DEL 25 05 2017;123;NO RESPETAR PRELACION DE INTERSECCIONES O GIROS
132;2132;2/12/2024 11:39;DANOS;CHOQUE;VEHICULO;-74,10635559;4,598625647;14;;;CORRIJO N DE LICENCIA DE TRANSITO DEL VH1 ES 1002778453 Y NUMERO DE VIGENCIA DEL SOAT DEL VH2 ES 07022025 SE LEVANTA INFORME DE ACCIDENTE YA QUE LO REQUIEREN PARA PASAR INFORME ADMINISTRATIVO YA QUE ES VEHICULO OFICIAL;98;TRANSITAR ENTRE VEHICULOS
133;2133;2/12/2024 10:58;HERIDOS;ATROPELLO;;-74,12151543;4,587931269;18;;2;411 PEATON ART 59 CNT LIMITACIONES ESPECIALES PARA PEATONES YA QUE ES UNA PERSONA DE LA TERCERA EDAD Y TRANSITABA SOLO;157;OTRA HIPÓTESIS (CONDUCTOR)
134;2134;2/12/2024 8:05;HERIDOS;CHOQUE;VEHICULO;-74,09362874;4,666601653;12;;2;NO SE DIAGRAMAN LOS VEHICULOS YA QUE FUERON MOVIDOS DE SU POSICION FINAL O PUNTO DE IMPACTO DE DEJA CONSTANCIA QUE NINGUNO DE LOS DOS CONDUCTORES INVOLUCRADOS EN EL ACCIDENTE DE TRANSITO DESEAN INTERPONER NINGUN TIPO DE DENUNCIA O QUERELLAR RESOLUCION 01670 Y 03922 DE 2016 CIRCULAR 001 DEL 25052017;103;ADELANTAR CERRANDO
135;2135;2/12/2024 8:00;HERIDOS;CHOQUE;VEHICULO;-74,12838678;4,718402312;10;;3;AÑO 2024 CORRIJO FECHA DE EXPEDICION CONDUCTOR N1 21102021 CORRIJO CONDUCTOR N2 TRASLADADO A SANTA TERESITA PRESENTA POLITRAUMATISMOS;103;ADELANTAR CERRANDO
136;2136;2/12/2024 7:50;HERIDOS;CHOQUE;VEHICULO;-74,06927917;4,622615469;3;;2;CORRIJO NOMBRE DEL CONDUCTOR VH1 GERARDO DE JESUS LEDESMA ARIAS CORRIJO EXPEDICION DE LA LICENCIA DEL VEHICULO 2 12012021;157;OTRA HIPÓTESIS (CONDUCTOR)
137;2137;2/12/2024 7:33;HERIDOS;ATROPELLO;;-74,15804712;4,622759594;8;;3;NO SE TOMAN MEDIDAS YA QUE MOVIERON EL VEHICULO DE SU POSICION FINAL SE DEJA CONSTANCIA QUE HAY UN SEMAFORO A 15 METROS DEL LUGAR DEL ACCIDENTE;157;OTRA HIPÓTESIS (CONDUCTOR)
138;2138;2/12/2024 7:30;HERIDOS;CHOQUE;VEHICULO;-74,06642286;4,623361127;3;;1;DATOS VH1 LICENCIA DE TRANSITO N 10030995433 PROPIETARIO CLAUDIA MARITZA BAYONA CC 52170243 SE ACLARA NOMBRE VH1 DEL CONDUCTOR JEISSON EDUARDO DIAZ BAYONA CC 1023922227;121;NO MANTENER DISTANCIA DE SEGURIDAD
139;2139;2/12/2024 7:07;HERIDOS;ATROPELLO;;-74,15083076;4,613849548;8;;2;HORA OCURRENCIA 07 07 Y HORA LEVANTAMIETNO 08 10 NO SE DIAGRAMA VEHICULO YA QUE FUE MOVIDO DE LA POSICION FINAL ;122;GIRAR BRUSCAMENTE
140;2140;2/12/2024 6:45;HERIDOS;ATROPELLO;;-74,11881492;4,541895499;5;;2;BICICLETA FUE MOVIDA DE SU POSICION FINAL SE DIAGRAMA SOLO LA VIA;93;TRANSITAR DISTANTE DE LA ACERA U ORILLA DE LA CALZADA
141;2141;2/12/2024 6:40;HERIDOS;CHOQUE;VEHICULO;-74,09092021;4,689678326;10;;1;COMPARENDO 423417425 C33 VH1 ;121;NO MANTENER DISTANCIA DE SEGURIDAD
142;2142;2/12/2024 6:10;MUERTOS;ATROPELLO;;-74,11247931;4,613174841;16;1;1;CORRIJO CASILLA 8 V1 LICENCIA 1013097912 CORRIJO CASILLA 9 VICTIMA PEATON ANDRES FELIPE VIVI YATE TI 10255539762 ANEXO COMPARENDO V1 N 42346229 C35 N 42366277 D02 V1 CORRIJO CASILLA 79 LINEA CARRIL BLANCO LIEA BORDE BLANCO CONTINUIA PERSONA FALLECE DURANTE SE ESTABA CONOCIENDO EL CASO SE CORRIGE DIR;116;EXCESO DE VELOCIDAD
143;2143;2/12/2024 2:25;HERIDOS;CHOQUE;VEHICULO;-74,09691421;4,722011019;11;;8;SE CORRIGE CASILLA 82 VH2 NUMERO DE POLIZA CONTRACTUAL N 02131101003210;157;OTRA HIPÓTESIS (CONDUCTOR)
144;2144;12/02/2024;HERIDOS;VOLVAMIENTO;;-74,07475112;4,605141118;3;;1;VEHICULO CON VOLCAMIENTO TOTAL POR EXCESO EN HORAS DE TRABAJO SE CODIFICA PARA EL CONDUCTOR POSIBLE HIPOTESIS 110 EXCESO EN HORAS DE CONDUCION;110;EXCESO EN HORAS DE CONDUCCION
145;2145;12/02/2024;HERIDOS;CHOQUE;VEHICULO;-74,14457901;4,651619255;8;;3;SE CORRIJE CASILLA 8 2 DEL VH 1 A DISPOSICION DE URIS KENNEDY SE CORRIJE ANEXO N 1 CONDUCTORES VEHICULOS PROPIETARIO CASILLA 8 VH 3 NO SE SOLICITA PRUEBA DE EMBRIAGUEZ YA QUE AL LLEGAR  AL CENTRO MEDICO YA LE HABIA DADO SALIDA SE CORRIJE CASILLA 9 VICTIMAS DOCUMENTO CV ;121;NO MANTENER DISTANCIA DE SEGURIDAD
146;2146;2/11/2024 23:08;HERIDOS;CHOQUE;OBJETO;-74,18513085;4,617086688;7;;1;SE DEJA CONSTANCIA QUE EL VEHICULO CAMION N 1 SE ENCONTRABA PARQUEADO;98;TRANSITAR ENTRE VEHICULOS
147;2147;2/11/2024 21:55;HERIDOS;CHOQUE;VEHICULO;-74,08819849;4,580762052;4;;3;SE REALIZAN 2 ORDENES DE COMPARENDO A LA MOTOCICLETA DE PLACA UGO08D SEGURO VENCIDO N DE COMPARENDO 42345402 Y REVISION VENCIDA COMPARENDO N 42345285;121;NO MANTENER DISTANCIA DE SEGURIDAD
148;2148;2/11/2024 21:55;HERIDOS;CHOQUE;VEHICULO;-74,19303531;4,624289797;7;;3;NO SE DIAGRAMA VH2 POR QUE FUE MOVIDO DE LA POSICION FINAL SE REALIZA ORDEN DE COMPARENDO N 42345950 POR LA INFRACCION C35 AL VEHICULO 2 Y COMPARENDO N 42347185 POR INFRACCION D12;123;NO RESPETAR PRELACION DE INTERSECCIONES O GIROS
149;2149;2/11/2024 21:10;HERIDOS;CHOQUE;VEHICULO;-74,18735976;4,631770391;7;;2;CONDUCTOR VH1 NO SUMINISTRA TARJETA DE OPERACION FISICA SE VERIFICA EN RUNT NO SE EVIDENCIA INFORMACION DICHO DOCUMENTO;103;ADELANTAR CERRANDO
150;2150;2/11/2024 20:14;HERIDOS;ATROPELLO;;-74,12190703;4,569441648;18;;1;FAMILIARES DE CIUDADANO EN CALIDAD DE PEATON MANIFIESTAN NO REQUERIR PROCEDIMIENTO DE TRANSITO YA QUE HABIAN LLEGADO A UN ACUERDO MUTUO MONETARIO POR LA SUMA 500000 ANTES DE QUE LA UNIDAD DE TRANSITO HICIERA PRESENCIA DE IGUAL FORMA MANIFIESTAN QUE A SU FAMILIAR YA LE IBAN A DAR DE ALTA DEL CENTRO A;157;OTRA HIPÓTESIS (CONDUCTOR)
151;2151;2/11/2024 19:40;HERIDOS;CHOQUE;OBJETO;-74,07502738;4,618361699;14;;2;EL CONDUCTOR MANIFIESTA QUE EL VEHICULO TAXI DE PLACA VEL249 MARCA HYUNDAI SE PASA DEL CARRIL CENTRAL Y GIRA A LA DERECHA LO QUE OCASIONA QUE ESTE PIERDA EL CONTROL Y COLISIONE CON EL SEPARADOR CONDUCTOR DEL TAXI JOHAN RICARDO VARGAS VARVAJAL CC 1010241460;157;OTRA HIPÓTESIS (CONDUCTOR)
